score,category,uid,gender,age,text
5,Online Marketplace,1020335,F,29,I ' ve always had wonderful service and great prices .
4,Fashion Accessories,1441004,F,21,"I love the variety of styles this site has . Everything I have ordered , so far , has matched the size given and fits perfectly !"
2,Glasses,1151583,F,26,"It took the company a couple of days less than a month to ship my order . I contacted them through e - mail and the lady was pretty rude to me . I contacted them by phone and the lady told me they would ship it overnight since it has taken so long . However , they didn ' t ship it overnight . I recieved an email for shipment confirmation on Friday and said it would be delivered this Wednesday . I haven ' t received the package so I don ' t know if it is the correct item or if the item is in good condition ."
4,Non-bank Finance,6749317,F,54,"This is my first experience in applying for a payday loan . I found the process quite easy , and now I ' m am patiently awaiting for a reply ."
5,Fitness & Nutrition,6749311,M,19,"A friend of mine told me to try this site out , it ' s where he buys all of his supplements . I am a first time buyer and extremely pleased with the pricing and the amount of supplements available , and the fact that if you do find something that ' s better priced wise they just don ' t match it but they beat it by 0 %. I will be using the supplement warehouse from now on , and recommending it to anyone and everyone that I meet !"
5,Tires,2970437,F,53,Adam arrived within the timescale advised and fitted tyre in under 00 mins .
5,Domestic Appliances,2970437,F,53,We were contacted on the day of delivery and were given a 0hr timeslot which was brilliant and did not disrupt the day . Delivery men were polite and took all packaging away .
5,Computer & Accessories,144471,M,43,Will go to them first with any needs in the future .
5,Taxi Operator,4604772,M,45,The Booking process online was easy and hassle free . We travelled to Marjorca on 00th July 0000 and our driver was waiting for us at Palma airport with a clearly named card . He was courteous and the vehicle was more than adequate for 0 adults - fully air - conditioned and comfortable transfer . The expereince was even better coming back as the driver arrived early and agreed to wait around for my son and his friend who were due to meet us at the originally agreed time . Definitely 0 Stars for SunTransfers and I would not hesitate to use again .
5,E-commerce Solution,1194148,M,36,“ This was my first time ordering online from shopatron . com . It was easy and made it pleasant to order . I will definatly be looking at ordering from this site again .”
5,Fitness & Nutrition,900415,M,44,"I usually buy my Cytomax at the local REI store for $ 00 a pop . Now with supplementwarehouse . com I ' m saving over $ 00 per can , and that ' s with S & H ."
5,Fashion Accessories,2674499,F,16,"It ' s definitely a five star shopping website and its one of my favorite sites to shop at . The clothes are super cute and comfy and the shipping doesn ' t actually take that long ( though I ' ve had instances where I just wished it could just appear at my door Ｏ (≧∇≦) Ｏ ). Their selection is phenomenal ( they have EVERYTHING ) and all the pieces are all pretty decently priced . I especially love how there are pictures on how to style the piece . o (◡‿◡✿) It ' s really helpful when I ' m heading out and want to try something new . The website is really easy to maneuver around o (≧∇≦ o ) to find out what you need , as is checking out and there ' s always some type of promotion or coupon to help you save even more money . It takes forever to figure out what you want to buy because you ' ll end up wanting everything !"
5,Car parts,6759453,F,20,"Ordered a Spec stage 0 clutch for my IS000 . I received the order within a week and a half and was very content with the service I received ! Very happy with the product now that it is in my car . Would most definitely recommend VS Speed Factory , a very dependable company !"
5,Horse-riding,1520542,F,28,The products we bought r great we bought hay nets and they r huge that was great and the helmet i bought is just what i wanted
4,Pets,5086349,F,49,dog didn ' t care for the cow ear but loved everything else
5,Hobby,7363947,F,61,"Since i ' ve been with Ancestry . Com , i ' ve learned so much about my family . I really didn ' t know that some of our family is from Canada , and some parts of England . I really wanted to do the search at this time , but i really couldn ' t afford to upgrade , but i found much satisfaction in the subscription i had . I have had the most incredible journey into the my Ancestors past . Not only was i able to gather information of the past , i was also able to get information of the present . I was nervous at first , but with the help of Ancestry . Com research techniques , I believe I have became a Pro !!!!"
5,Fashion Accessories,5726007,F,22,I am never disappointed by what YesStyle has to offer .
5,Computer & Accessories,2641875,M,17,I purchased a game from the site and i recieved a message telling me the game was dispatched within twenty minutes of ordering . The message even had an image of the parcel attatched . Game came the next day first thing in the morning at no extra cost this is the best game site i have ever ordered from and would recommend to everyone and anyone .
5,Fitness & Nutrition,769624,M,29,"Great prices , and even beat the competition after shipping was added . The search list gets a little long at times , but its worth the wait for the awesome prices ."
5,Car parts,3301535,M,21,I was expecting this company to be sub par and average customer service since id never heard of but boy was I wrong awesome customer service .
5,Computer Accessories,3745289,F,29,"I ordered a replacement screen and the order process was simple , it shipped in less time than what I was quoted on the website and it was packaged very well ."
4,Kids,4669847,F,31,"I bought Brave Merida ' s costume for my daughter , it ' s very cute and she loved it !! But I payed for a 0 business day shipment , it said that my costume should arrive on August 0th at approx . I don ' t know if there is a problem with Fedex . Although , I ' m very very happy with the order I made !"
5,Gifts,5055285,M,49,"Just wanted to write again because the service I received was excellent , product is excellent , and very pleased with whole experience ."
5,Fitness & Nutrition,1123153,M,42,Good products and great prices ; they offer a wide selection and even match prices you find elsewhere . I have been using them for a few years and couldn ' t be happier with the products and service .
5,Security Equipment,3485609,F,32,"We had a very good experience with your business . We were able to get a prompt appointment and Sean was very informative . I was comfortable having him work in my home while I was there with my three children . We like that Sean wasn ' t just trying to press us to buy everything . He really tried to help us figure out what would be the best investment to keep us safe and give us peace of mind . He was well informed with the crime statistics in our neighborhood , and was able to give us helpful tips for different circumstances . After all the upset in Lake Highlands lately , we are so thankful that Smith Monitoring was right on top of everything ."
4,Decoration and Interior Design,2516328,F,58,"It was so easy to find what I was looking for on your website & I was spoilt fo choice . When I had a small problem with the delivery , it was sorted out very swiftly . Thank you & I will be using your company again ."
5,Gaming,6587623,M,26,0 words sum it up great service fast shipping and way easy no hassle guides you right through process click here now here tada your done
5,Domain,8274959,M,68,"by Dan , Consulting Director , Beyond Limits | Jul 00 , 0000 I have been using Go Daddy for all my hosting , website and email needs for several years now , and their products are fantastic !! I recommend them to any small business to help you grow ."
5,Travel Agency,3036224,M,51,I travel about 0 times in a yr and this is the best hotel I ever stayed in
5,Flights,7945799,M,46,Priceline is so easy to use and very customer friendly . The bidding process is convenient and very competitive and fair . I don ' t use any other site for my travell needs because Priceline is the best ... hands down .
5,Fitness & Nutrition,1066218,F,41,"First time to order , and web site was very easy and had all the facts i needed ..."
5,Fitness & Nutrition,1435256,M,29,The products were delivered in a timely manner with no deficiencies .
5,Travel Agency,2063991,M,35,"This is to let you know that Annie , who answered an early call provided me with excellent service . I needed to make flight changes to a previous itinerary due to serious health conditions of an aunt I wanted to spend time with . Annie actively sought information from me regarding the circumstances surrounding my need to urgently change flight schedules . She provided options that helped me to decide on the best airport , time and day while being considerate with the financial consequences of the flight changes . I felt that Annie gave importance to what I needed ."
5,Fashion Accessories,1470590,M,21,"I found these style - looking shoes to look really great and much cheaper compared to U . S versions , also it ' s a new style to me !"
5,Hotels,5679494,F,34,"I had to take the kids to Disney before they got too old , but where to start ? Someone told me about Hotelstip . com , so I googled it up on my computer . Im on the front page and there is a search engine staring at me so I put in "" Disney ,"" and get three choices ; France , Florida , and Anaheim . I click on Florida and I ' m in hotel heaven . I get lists , I get reviews , and I get rates and ratings . I booked the hotel rooms easily at a great price quickly , and now I can spend my time on the rest of my itinerary ."
5,Gaming,5465014,M,20,This is not the first cd key I purchased from this site and I am proud to say that I am very amazed at the quick delivery they have been supporting me with . The CD keys I have been receiving over the years are not fake & work perfectly . The only cautious behavior one needs to take when purchasing products from here is to make sure the keys are not region locked and that they work at where you live . I rate their service an A ++++ 00 / 00 .
5,E-commerce Solution,4227281,M,43,"“ Strong supporter of the Gul brand , and if you have any TeeShirts for sale let me know pls . Quick to order and products in a few days ."
5,Tour Operator,3083702,F,62,"The Viator website is laid out very well , making our choice of tours easy based on our personal interests . Once we had decided , it was just a few clicks and we were Booked !"
1,Golf Course,7213107,M,64,"After starting a booking for 0 days out , having to update my credit card info must have changed the date to same day as booking ! Not realizing this , I book for the same day as booked , 00 minutes before the tee time that booked . I ' m an hour from the course and booked from a laptop in my home . Called and rep said , "" sorry , that ' s the policy ""! This was done before the tee time that day . I didn ' t change the date , their system did !"
3,Car Rental,1827443,F,37,"Very helpful for a foreigner that neglected to brush up on the language before traveling ! However , I checked off that I needed a gps device and there were none available , and the only car available with gps was WAY out of my price range . So , the girl google mapped directions and printed it out for me and gave me several maps . It was fantastic customer service , but after getting severely lost , I ended up spending about $ 000 in roaming charges by using the navigation on my cell phone ... so that sucked ! Thankfully , I arrived at my destination just in time to keep on schedule . The car they gave me was brand new , not much horse power , but didn ' t really need it , and I could make it perform if I needed to accelerate quick at merges . I was very happy with the car and the service overall ."
5,Fashion Accessories,3487977,F,52,"I have been meaning to do this for ages . I had several looks at SelectSpecs , choosing what i wanted and then it was extremely straightforward process . Before i knew it my glasses were ordered and i could breathe a sigh of relief . I have Varifocals so was pleasantly surprised that this didn ' t seem to be a problem and had a wide selection of Specs i could choose . Everyone has commented on how they like my choices and i ' ve had no problems at all . They arrive in reasonable cases , so no problems from the start ."
5,Fitness & Nutrition,945032,M,40,I have been shopping at Supplement Warehouse for about 0 years and every purchase has been great . They carry a wide range of products and the process is painless . I have ordered over the phone and on - line and I have never had a problem . I receive my delivery before I expect it to be delivered . I highly recommend Supplement Warehouse for the best prices and speedy deliveries .
5,Fitness & Nutrition,1294512,M,26,"There is a vast amount of supplements availible to chose from all of which have great discounts . I have searched numerous webdsites and visited numerous stores , but SupplementWarehouse . com by far has the cheapest prices ! On top of that they offer discounted items and even free samples ."
5,Hotels,6840026,F,38,"I liked how it would tell me when other people was looking at a hotel . It would tell me if it was a good deal , or if the hotel was a good one . I booked the one I did because it said Very Good . And last but not least i checked the hotel price before i booked on here and i saved around 00 dollars booking here ! And thats perfect to me"
5,Fashion Accessories,3419816,F,23,Love that I can get the most trendy style with affordable price here .
3,Flights,2863230,M,65,"I would like priceline . com to allow a bid on a hotel to be changeable solely by changing the price and not as they have it set up now , which requires changing the price and star rating when one re - bids after one ' s initial bid is rejected . This is to say that priceline requires the bidder to bid the same amount for a lower - starred hotel as they had just bid for a higher - starred hotel ."
1,Electronics,7565612,M,49,"I bought a Samsung Galaxy 0 0 inch Tablet for $ 000 and the extended 0 year protection plan of $ 00 more from TigerDirect a few months back . I broke the screen and took it back to the store for repair and I was told by the store that I needed to call the warranty company and send the unit back . The warranty company is called Square Trade and the person I talked to was in Pakistan . The person I talked to said his name was Ryan ( That was with a Heavy Accent ), He told me that the tablet could not be fixed and they were sending me my money back $ 000 for what I paid for the tablet once they had received the tablet . I asked why they couldn ’ t fix it and he said that it would cost more to repair it than what it cost . Then He said that if it had cost $ 000 to fix it then my warranty would only have $ 00 left for future repairs . I asked to talk to his supervisor and he said there were 0 of them but they were with clients and it would take 0 hours for me to get a response from them . I asked for one of the names of the supervisor and he gave me the name Sylvia ( remember this is a call center in Pakistan . I gave up dealing with them and sent the tablet back . I have also been receiving a lot of junk mail since I gave the rep my email address . They did send me a check for $ 000 so I went to BestBuy and bought a new one and there warranty ."
4,Flights,7105953,M,39,Priceline is very accommodating and excellent experience for any looking to get a great experience with traveling . When ever traveling remember to book at least two in advance to get the best deals in the house . I will continue to use price line because I have great experiences .
5,Fitness & Nutrition,955134,M,28,"Spectacular products , at rock bottom prices plus you get all the goodies wow , awesome deal !!"
5,Search Engine,1331006,F,51,My son introduced me to google everything a few years ago This should be their logo .
5,Electronic Payment,1331006,F,51,Saves me the headache of looking for my credit card .
5,Electronics,5287840,M,58,"I ' ve purchased warranties throughout my life , an odd thing I tell you since I really treat myself in a devil may care way , I run marathons , I hike mountains , I eat whole cheese cakes and I train martial arts and get my body and feathers ruffled on a day to day occurrence . So , when I bought a Canon G00 years ago , and used it on a trip , I also purchased a Squaretrade warranty along with it . Two and a half to be exact , so I got that familiar feeling anyone gets when they get the clear coat put on their car , or the cabbage they bought that spoiled , that feeling of , unused service . Which was fine , I went on thinking ignorance was bliss and never sure if I would ever need Squaretrade for future purchases , as I seemed to take care of my things . And then , while hiking around Arizona on a cross country drive , the wind decided to be my nemesis and knock my tripod mounted camera forwards and into a rock filled path of discomfort . The camera build like the 0 bit Nintendo survived the scuffle with gravity but not completely unphased , a slight scratch had found it ' s way onto my lens , visible in photo ' s . I finished my cross country trek , contacted squaretrade through a few clicks and presto , box in the mail and a few days later my camera were being repaired . I know such , as I got emails updating me on it ' s status . Then it arrived back , and my lens was fixed and my life were better and I have bought a warranty through squaretrade on everything I buy . Everything , camera lens and such from ebay , keyboards from amazon . I hardly ever use the warranties , currently I have 0 and have only required their service 0 times . Another fight with gravity and my phone , and my kindle deciding it didn ' t want to be a e - reader and instead opted for paper weight . I have recommended them to friends and chuckled when they said , "" No need ."" And then six months later when the moon was full and the temperature was right , and they dropped their phone ' s down and escalator at the mall whilst eating kettle cooked corn . I am not an insured person ' s , I feel no need as I am still young enough to feel invincible and just old enough to know which things to avoid in mass quantities at buffet lines , but if square trade ever offers health insurance , I would be first in line . Until then , ever gadget I own is in their hands ."
5,Fitness & Nutrition,1318447,M,24,"Prices are among , if not the lowest , on the internet . For an athlete , Supplementwarehouse . com is a big advantage for purchasing in bulk . They ship very quick and I love the amount of free merchandise available . I do not find the high shipping prices to be a disadvantage ; when ordering a lot , high shipping should be expected . Will definitely be using this site more often to fit my needs ."
5,Fashion Accessories,2635502,F,19,"Yesstyle is honestly my one stop website for clothing . They have such wide selections and for such reasonable prices . I love everything they have to offer and love to browse their shop ALL the time . If you get express shipping for just a little extra then your clothes arrive within 0 days , it ' s crazy ! Always recommend this site to not just girls but guys as well . You would be a fool not to shop here ."
4,Fitness & Nutrition,7175793,M,30,"Love this site , love the selection , their prices are always great but I do believe they make up for their prices with shipping . It usually takes at least 0 days to ship to me down here in Texas and the shipping is never less than $ 00 . Something about that doesn ' t add up ... Would be 0 stars if shipping were either quicker and $ 00 or cheaper and as slow ."
4,Car Rental,3058917,F,35,"The car was great , value for money excellent . The only problem was tryng to locate the drop off location . The branch ' s phone system was down so we couldn ' t get directions . The customer service team ( Ryan ) tried really hard to help us but as he was in the North and we were trying to find heathrow he couldnt help much ."
1,Tailor,4081391,M,21,"I paid a lot of money for what I was expecting would be a quality suit , and received a very poorly fit suit of cheap material . After contacting their Support Ticket staff , my conversation with a man named Stefano was unhelpful and at times incoherent . The company refused to correct their mistake , which would do no harm or extra cost to them , and only take mere minutes of their time . I was hoping to buy more suits and clothing from them in the future , but I no longer think that I want to do that !! Overall , DON ' T throw your money away on a suit with this company !! Edit : Finally , when I had to leave for business and was going to be unavailable for a few weeks , somebody decided to take over the situation and help me . Because of my leave ( over which I had no choice ), they closed their offer to help ."
5,Fitness & Nutrition,905920,F,30,Don ' t have to order from many different places now .
2,Car lights,2661426,M,32,"We ordered 0 parts and the invoice indicated that they were both shipped via Fed - EX under one tracking number in two boxes . Fed - Ex arrived with just one box ; and our initial reaction was that the Fed - Ex guy kept our other package . So we called Fed - Ex and they indicated that it was always just one box weighting the correct amount for the one item and nothing more . We then tried to find a number we could call and find out what happened to the other part that now showed as delivered , when it wasn ' t . That ' s when I realized there was no customer service # to call , so I googled Parts Geek to find numerous complaint of similar incidents and the people never receiving their item , along with many other types of complaints . At this point we thought , we have been ripped off , so I called the bank to stop payment for the item I did not receive while I waited for an email reply from the company within the next 00 - 00 hours . turns out the other part was on it ' s way via UPS under a different tracking #, now I have to call the bank back and I am stuck with a part I can no longer use for we had to buy it local when it didn ' t arrive as indicated on the shipping invoice . Actually found it local for less and had it in minutes versus the 0 - 0 days it took to get here . All because their shipping invoice was incorrect and I could not reach a live person . I will never buy from them again , ever ."
5,Art Supplies,1064227,M,28,"I now use Cult Pens for all my art pen needs as not only do they have everything I need , but they ship my order off straight away so I can often receive my pens the next day ( or two days if I ordered in the afternoon )."
5,Fitness & Nutrition,812857,M,25,I buy from them all the time and love this company . I like it so much i wish I could buy stock in it .
5,Fashion Accessories,1439635,F,35,"I am totally impressed with the selection , price , and free shipping . I hope you guys will email more coupons and discounts . Lots of American companies do this so you ' ll have to keep up to stay competitive since your shipping time is pretty long . Anyway , great stuff , can ' t wait to try it all on ."
4,Fitness & Nutrition,567659,M,30,The site always has great prices so you don ' t have to shop around if you don ' t want to without worrying too much but if you do and find a couple of things cheaper somewhere else the Price Comparison feature is easy to use and works well . The only thing I ' d change is I ' d prefer they used the USPS instead of UPS .
5,Network & Communication,2274551,M,28,I emailed and same day there was a response and the part was shipped .
4,Fashion Accessories,2712603,F,29,Yesstyle is one of the cutest and trendiest clothing companies out there . You can ' t find this style of clothing anywhere in the US . They always stay on top of the trends and if you watch for the sales anything you want can be easily acquired . I will never go anywhere else for my clothing . The only problem is that sometimes the quality is really lacking and the sizes are sometimes a bit off from what they say they are .
5,Gaming,7049733,M,26,"i did a mistake buying some product , the agent return my money and i bought the correct product without problems"
4,Glasses,4007180,M,41,"I ' ve bought A LOT of glasses from these guys . Generally I can find what I want and get the fit right . Prices on standard glasses are probably better than average . Prices on progressives tend to be about average , but generally a better style selection . My only "" complaint "" ( which has nothing to do with their quality ) is that as a repeat customer they email me many discount offers - but almost always on standard lenses only which ( a ) does me absolutely no good and ( b ) they should know better - I have not ordered any standard lenses in years ."
4,Fashion Accessories,1547185,F,20,"One star was removed for shipping length and the fact that I couldn ' t track my package coming all the way across the world :/ But they are very professional , everything came neatly packaged and was as described in the picture so they fit perfectly . I ' m shocked at how many brands are on here ... I thought it was limited to the few that are circulated widely on the front page , but there are literally hundreds of really cool brands ( some really expensive , something to look forward to when I get a ' grown - up ' job someday ). All in all , I am pleasantly surprised by this site . I was afraid it would be a bit hokey like some other Asian fashion sites seem to be . Only issue I can find is that this site tempts me with the idea of ordering everything !"
5,Search Engine,1252818,M,47,"Still has the best results , but their new privacy policy of tracking people everywhere they go on the web is a little too Big Brother ."
3,Shoes,1252818,M,47,"My bank had to notify me , which was not a fun experience . Could have ended worse , but I wish Zappos would have taken this hacking issue a little more seriously ."
4,Conference Call,1252818,M,47,Would be perfect if they built a good web application ( to bypass my company firewall that doesn ' t let me install new software ).
2,Electronic Payment,1252818,M,47,"I used to love Paypal before EBay bought them out . Too high of fees , extremely poor customer service and backwards policy of always siding with buyers even if they ' re crooked ."
5,Shoes,1252818,M,47,"Customers service ( if you ' re unfortunate enough to need it ) can be poor , but they ' re an online company so that ' s not unusual . My Prime account recently expired which has actually saved me a LOT of money . I realized I don ' t compulsively buy anymore , like when I had Prime ."
5,Music,1735169,M,18,"Went to the shop to see if they had the make and model in stock , they had the right model in a different colour at the warehouse which they got in for me to try later on in the day . They then ordered the right model in the right colour and it arrived on the day they said it would ."
5,Hobby,7905559,F,52,If you are seeking to keep up to date on your family history this is the perfect site to do it .
5,Fitness & Nutrition,1033300,M,24,"I ' ve been dealing with Supplement Warehouse for years now , and from my experience they are the only company I will ever go through when it comes to vitamins and supplements , great shipping , love the price match and have such a variety of products you can find anything on there"
1,Online Marketplace,6358454,M,47,Ordered item almost 00 days ago and a couple days later it said it ' s shipped but no tracking info was ever provided . Fruugo says it should have arrived 0 - 00 days ago . All I get from Fruggo is a form letter email saying they are behind on their emails and to wait 0 days for an email reply .
5,Flights,7600945,F,38,I was always hesitant to use Priceline because I didn ' t understand it . Once I took the time to read secondary reviews and understand the bidding process and the new Express deals I found a way to get an extra day of vacation in for the same price I was planning to spend for less nights .
5,Hobby,7875587,F,65,An the people don ' t respect there own self . I started a tree on facebook it is very large I need to try an move it to ancestry .
5,Fitness & Nutrition,587380,M,31,"After adding the initial item to my cart that I was going to purchase , they presented such a huge list of free samples and discounted items on the cart page that I perused it for about a half - hour . Wow , I got so much free stuff : protein powders and bars , energy drinks , etc . The shipping was a little high , but that ' s pretty normal considering the weight of the package due to all the free items I got ."
5,E-commerce Solution,1491288,F,52,"I have ordered over the past 0 years many items from ZAZZLE . Loved everything , special stamps for bridal showers , weddings , christenings , stickers for gift bags , bridal shower invitations , rehearsal party invitations , christening invitations . Thank You for making event in our family just a little extra special ."
3,Vacation Rental,1284045,M,26,Also users in Brazil generally have no experience with such sites and are very unreliable .
5,Cell Phone,1284040,M,36,I agree with everyone that this is one of the best stores online for cell phones . Everything is what you ’ d expect but you get great prices on top of it all .
5,Fashion Accessories,1284041,F,54,I have to say after reading the reviews I was hesitant to order . But I loved the shoes and boots I looked at so I did and I ' m NOT sorry ! I ordered my shoes on a Monday night and received an invoice the next day that explained about my order and it had a tracking number on the invoice . They were just like the pictures and totally awesome !!!!!!!!!
2,Group Buying & Coupon,1284042,F,26,"This seems to be one of the only ways to get a response from infurn , so I figured I would try to make contact here . I have emailed several times an not heard back , and the phone number in the US no longer works ... I ordered this table back in october and was told it could take up to 00 weeks plus an additional two weeks for processing . This means at the latest a delivery of Jan . 00 . Then on the website my order is estimated to arrive in February ... but no exact date . I have been patient for 00 weeks now , but this is getting a little rediculous . I would appreciate a response at the very least from the company . Back in October I informed a gentleman on the phone that the table was needed to arrive in time for a photoshoot and a party . I was told that it would be no problem and this was ample time to process , build , ship and deliver the table ... If it does not arrive very soon , and / or if I do not recieve a response asap I will not hesitate to take this further and file reports with the BBB etc ."
5,Craftsman,3143206,M,44,"Exactly what I was looking for and really helpful , friendly service"
5,Hotels,915534,F,34,"My husband and I have been traveling around the world for 0 year and we have been booking most of our hostels on hostelbookers . com . They have the best website , the best prices for hostels , and you can trust that the places you will be staying are good based on previous travelers ' reviews . I like that you can book online at any time of the day and get an instant reservation . There is no stress or waiting to hear back from the hostel to know if your reservation went through . When you are traveling for an extended period of time , you want things to go quickly and easily so you can enjoy your time traveling , not be checking your email 00 times a day to see if the hostels got back to you on reservations . The website has descriptions of facilities and photos of the hostels as well , so you know what to expect . I also like that hostelbookers does not charge a fee , as other websites do . You can get sick or you miss a bus , or maybe even your bus doesn ' t show up ! I don ' t want to lose out on a lot of money if these problems arise . Most travelers who are staying in hostels are on a budget and can ' t aford to pay all these extra fees . It ' s good to know that hostelbookers understands the needs of travelers ."
5,Online Marketplace,3559763,F,19,"We have purchased a couple of formal dresses from Light in the Box . They have both been amazingly great quality for the price paid . Items arrived in a timely manner , and were described accurately ."
1,Flights,6463615,M,55,"I tried to get a reasonable deal on a "" 0 Star "" Hotel near the Philly airport that Priceline in its Express Deals called similar to Holiday Inn , Best Western or Ramada Inn . What I got was the Waterfront Inn which was a run - down , dirty , tired motel with 0 floors , no elevators , promised internet but no wireless signal , an adjoining room door with broken locks that wouldn ' t close completely , a room that wasn ' t cleaned or the towels replaced on my second night , a toilet that never stops running water , a mattress that had to have been pre WWII and to top it off - a call for help got a "" non - responsive , unable to help , try the day shift manager - maybe they can help staff "". ONLY STAY HERE IF YOUR ONLY ALTERNATIVE IS SLEEPING IN YOUR CAR OUTSIDE A CRACK HOUSE . They called the night manager who could not help , had no way to reach the GM and said call back tomorrow . So did I get another hotel until a refund could be worked out ? I ' m on my own until Priceline can speak to the Hotel GM tomorrow ... Now that ' s customer service you can be proud of !"
5,Electronics,2248593,F,21,Paid me FULL price for my iPhone 0 00GB when they were out of stock and couldn ' t send me a replacement .
4,Car lights,2248593,F,19,"I thought that I had made a HUGE mistake purchasing from partsgeek after all the poor reviews online ( I didn ' t realize until after I had been charged ). It turns out that all of my ordered items to restore my 0000 e00 000i arrived within a week , contrary to almost every rating online . The only con I have is that several items could ' ve been packed more effectively . I had ordered 0 Bosch Headlight lenses and the cardboard package they came in was slightly dented .. nothing was damaged , however ."
4,Fashion Accessories,7311841,F,24,"Although shopping online can be difficult , due to sizing issues among the clothes ( I live in the US and trying to convert the measurements to my size can be difficult ), Yes - Style does their best as an international online company . Everything looks exactly like the picture on the website . If you have an issue , they will quickly respond to your email in about 00 hrs . My only hope is that things are readily available more often ."
5,Jewelry,6243793,F,47,"If you are looking for a special necklace , go to mynamenecklace . com"
5,Flights,8124023,F,46,It ' s my go to place when we travel ... I tried another site once but was disappointed .
5,Books,1296780,F,57,They do what they say they will and the customer service is excellent ... and I love the software .
5,Fitness & Nutrition,1957615,M,24,The price I paid for energy gels was the cheapest around even with next day delivery !
5,Network & Communication,4323396,M,31,"Just wanted to take a moment to express my satisfaction with Right Channel Radios . They are a quality operation , care about their customers and provide only quality products ."
5,Bags and Luggage,3449922,F,20,Great price on some really cute flats - buy one get one free !
5,Gaming,3337527,M,26,Can ' t really knock the service I ' ve received .
1,Fashion Accessories,3703341,M,43,I submitted my prescription but the lenses are blurry and don ' t work as they should . i shall be going back to a high street optician
5,Gaming,3675270,M,23,"The mark of a good company is how they deal with problems when they inevitably arise . With the amount of illegal keygens out there , giving out a used key is going to happen at some point unfortunately , but these guys , from time of me sending a support message , dealt with my issue within 00 minutes ."
5,Webhosting,7808219,F,69,"I have been trying to create a website for quite a while now with varying degrees of success . Perhaps I am easily intimidated but I did not find any of the web - generator sites that I tried to be easily negotiable . Some had more promise for me than others but , in the end , none gave me the ease of use that I was looking for . The first place that actually delivers on the promise ! I was beyond excited as I launched my beautiful - looking website yesterday ."
5,Electronics,6904960,M,52,"After sending my tablet in two separate times repairs for the same thing and my tablet still not working I got my payout . While it took a few weeks since I ultimately had to send it in three times , I am definitely happy I had insurance on my tablet ."
5,Fitness & Nutrition,1207727,F,43,"When you find this site was very happy and satisfied , especially with the prices and the attention of staff via email . Buy products with excellent prices and when I travel to see my friends in Brazil . The goods always arrive in great condition and fast . One day I will personally meet this big store . Always have the best brands , keep it up SUPPLEMENT WAREHOUSE ."
4,Storage & Warehouse,5701920,M,35,I cannot believe the size I found for the price ! I am saving $ 00 / Month over the popular storage facilities out there and I can fit an entire 0 bedroom apartment worth of stuff in this unit ! The only inconvenience is there are not enough locations .
5,Gaming,4006683,M,23,"This site was fast , easy and very safe !"
5,Flights,6938668,F,58,This was my first time booking reservations with BookIt . com and my experience was great . The representative explained everything to me in detail in order for me to have a full understanding of what I was getting . I felt very comfortable and the personality behind the phone was great . Thank You BookIt for making this a wonderful experience .
5,Cell phone Recycling,2018759,F,36,Clear instructions on the website about packaging and postage options Email once the phone has been received and another once it has been processed and payment made Admit I was worried at first as I had never used this process and it was a phone that was getting old however it was so simple I cant believe it took me so long ! Thank you Mazuna for a very speedy and hassle free service
5,Fitness & Nutrition,837856,M,21,The prices are so low the competitive pricing just tops it off !
5,Fitness & Nutrition,987546,M,21,"I ' m a thrifty person by nature , and in this day and age eating right and keeping overall wellness is hard . It ' s so much easier and cheaper to be unhealthy in this world , so when you find a store like Supplement warehouse with they ' re 0 % off any competitor ' s price its a win win situation . I ' ve been to so many sites bouncing back and forth , not anymore with this site ... supplementwarehouse keeps me in great shape at a great price ."
4,Glasses,909016,F,30,"Unfortunately they took longer than expected to be delivered , but customer service did offer a discount for the inconvenience ."
5,Fashion Accessories,6322089,F,24,I really enjoy the look of the clothes and the website makes it very easy to find what I am looking for .
5,Airport Parking,3408078,F,23,"The assistant was helpful , very pleasant to talk with ."
5,Fitness & Nutrition,1276170,M,26,Cheap prices for quality products along with free samples and products .
5,Gifts,6761807,F,53,"Hey , you need to check out this site that made it sooooooo easy to send a visa gift card that I sent for my granddaughter for her birthday ...."
5,Money,7373721,F,32,This is a great site . It gives great advice on how to do giveaways .
5,Hotels,1982671,M,41,more than just hostels it has many unexpensive good hotels and other kinds of places to stay that you won ' t find anywhere else !
5,Cellular Accessories,2116561,M,42,"I received my goods very quickly and the price was great with free p & p so i was very happy and would use Gearzap again , I bought a laptop bag for my Sony Tablet it fits perfectly and saved me £ 00 on original Sony item but has the added extra of having another pocket on the front to carry charger that the sony item does not offer ."
5,Gaming,6589207,M,28,"I ' ve been using CJS for quite some time , as usual both quality of service and speed of response is amazing . Always come here and tell my friends to do the same ."
5,Lingerie,4905819,F,40,"I have been a customer of Victoria ' s Secret for about 00 years . For about 0 of those years I was a fitness instructor and that ' s when they really saved me . I was working a full time day job and teaching at night and on the weekends . I never had time to shop but was always in need of bras and workout clothes . They consistently provided functional , breathable , well made clothing that fits like a glove and somehow also manages to make me feel beautiful . Their online customer service and return policy for web orders is super easy . I also really love their casual clothing ( especially the extra long length pants and jeans ), shoes , and dresses for going out . People always ask me where I get my clothes and when I say Victoria ' s Secret catalog they ' re surprised ."
5,Flights,3818103,M,32,"People just don ' t seem to realize they are paying more for the same exact room . I like bidding , of course with priceline I haven ' t been dissappointed , I tell it how much I am willing to spend and Whala I get the best possible room for my money ."
